0.311075200,4.06747,0.0556271,-0.0139171,
2.488249999,21.5888,0.537026,0.423904,
4.768912000,43.1504,2.21442,1.07347,
7.049705000,64.3898,3.82421,0.899266,
9.433986000,80.1555,5.03958,2.30188,
11.719269999,88.832,2.17295,1.46156,
13.997669999,90.7319,-7.44433,1.43216,
16.278449999,92.0363,-23.0071,1.7892,
18.559570000,91.4204,-40.8034,1.84316,
20.837959999,91.3719,-52.9139,2.28572,
23.121719999,99.9184,-58.1863,2.65629,
25.403639999,114.206,-61.8422,2.66994,
27.684069999,132.308,-64.9699,2.96061,
29.964620000,149.824,-68.7234,3.31178,
32.348880000,168.711,-69.7376,3.8063,
34.630670000,186.914,-69.3594,3.1619,
37.015479999,205.888,-68.4489,3.61042,
39.399320000,220.65,-68.1497,3.79479,
41.680520000,235.129,-67.6602,2.74767,
44.061680000,244.297,-63.3899,3.05263,
46.450209999,245.08,-52.2329,2.28891,
48.835360000,243.216,-32.7695,2.41464,
51.116030000,242.066,-14.5036,1.98697,
53.500560000,240.649,1.87734,1.57938,
55.884590000,241.173,7.7233,1.53348,
58.164909999,240.621,9.09201,2.13063,
60.551000000,242.876,14.2008,1.34051,
62.828699999,254.855,16.9595,2.16599,
65.212829999,275.046,17.4507,1.05005,
67.492969999,297.479,18.8477,1.06878,
69.773709999,320.242,20.3777,1.50914,
72.157489999,343.811,21.5773,1.62146,
74.438029999,361.503,23.1612,1.83819,
76.714820000,371.015,26.5517,1.42425,
78.999750000,372.767,37.7612,1.03038,
81.281390000,370.918,55.808,1.69142,
83.665549999,369.289,77.1168,0.692148,
85.946049999,368.286,94.9754,0.401956,
88.226619999,368.163,109.19,1.1687,
90.507789999,366.348,126.274,-0.0574489,
92.891469999,365.728,149.778,0.163438,
95.171850000,363.367,169.264,-0.708806,
97.348159999,362.197,183.306,-1.19207,
99.625590000,354.448,190.757,-1.51477,
101.910600000,338.504,190.603,-1.00771,
104.191299999,318.181,187.949,-1.54198,
106.471999999,297.139,186.94,-1.70599,
108.857100000,275.049,184.971,-1.6815,
111.138000000,253.423,183.162,-2.14761,
113.418300000,231.511,181.775,-2.16218,
115.697400000,217.609,181.871,-2.67828,
118.078400000,209.877,175.04,-2.28819,
120.362399999,209.732,158.535,-1.85124,
122.746799999,211.082,138.38,-2.10439,
125.027500000,211.789,120.83,-1.58834,
127.409599999,213.875,108.46,-1.04741,
129.691900000,223.812,102.66,-1.45726,
131.979399999,231.172,98.8291,-1.30536,
134.257000000,232.667,87.4495,-0.883553,
136.641099999,233.782,68.192,-1.78429,
138.921600000,235.408,49.4734,-1.37253,
141.305499999,236.293,33.0827,-0.982711,
143.689999999,237.509,24.0797,-0.622963,
145.972000000,235.299,19.9562,-0.780169,
148.250200000,222.917,16.457,-0.99382,
150.529300000,201.582,16.8617,-0.729364,
152.809400000,175.898,14.445,-0.798919,
155.088899999,147.084,12.7077,-0.727762,
156.539600000,128.311,11.8051,-0.830282,
156.539600000,109.893,10.8761,-0.843598,
