0.414691700,2.57519,0.139483,0.0666888,
2.591988000,3.43295,0.185939,0.0888995,
4.872531999,21.8433,1.21618,0.575334,
7.153323000,43.601,2.45992,1.19311,
9.330246999,64.7093,3.90744,1.70773,
11.615529999,79.6068,5.15639,2.19284,
13.893950000,88.1402,2.42068,2.47268,
16.278449999,89.9609,-6.75233,2.67018,
18.559570000,90.5899,-23.5571,3.09795,
20.734439999,90.3811,-40.8595,3.70597,
23.121719999,90.0304,-53.1544,4.14435,
25.403639999,99.0012,-58.6275,4.53909,
27.684069999,113.268,-62.16,4.9874,
29.964620000,131.469,-66.4309,5.59615,
32.141649999,149.121,-70.3155,6.06584,
34.526940000,166.287,-71.8222,6.40531,
36.807989999,185.697,-71.3814,6.67267,
39.088299999,202.936,-70.2753,7.02144,
41.370359999,217.67,-69.9488,7.31236,
43.647150000,232.513,-69.8356,7.74997,
46.034570000,242.964,-67.1583,7.88976,
48.316910000,245.2,-56.8542,7.38529,
50.597700000,244.16,-39.6999,6.67667,
52.878630000,243.37,-20.8009,5.98228,
55.159030000,241.995,-4.35766,5.66169,
57.439329999,241.701,5.18263,5.46132,
59.720500000,241.804,6.22046,5.47566,
62.002740000,242.442,9.63791,5.4222,
64.175970000,250.208,14.1315,5.46721,
66.456239999,266.444,14.7377,5.71932,
68.736909999,288.794,15.5919,6.17942,
71.017600000,311.506,16.7742,6.6702,
73.194190000,334.924,17.9069,7.23689,
75.473539999,355.394,19.1116,7.70637,
77.647090000,368.688,19.9393,8.15604,
79.933869999,375.264,26.1185,8.18543,
82.110320000,374.24,40.4703,7.90627,
84.391159999,373.278,59.201,7.32905,
86.567779999,372.068,78.7908,6.7632,
88.848889999,371.974,94.584,6.408,
91.025980000,370.611,108.239,6.11614,
93.305779999,369.496,126.574,5.46597,
95.482849999,368.923,148.148,4.91548,
97.761870000,367.727,167.415,4.31177,
99.937560000,366.414,181.386,3.9066,
102.221800000,357.577,187.267,3.42695,
104.502300000,341.017,186.074,2.99077,
106.679299999,320.568,184.335,2.4594,
108.960400000,300.726,183.368,1.89821,
111.241600000,280.024,182.358,1.35514,
113.418300000,258.33,180.959,0.764703,
115.697400000,238.418,179.745,0.316097,
117.974800000,224.02,179.271,-0.00755099,
120.258799999,216.583,172.833,-0.179839,
122.435599999,215.702,156.712,0.0799082,
124.716499999,216.466,138.031,0.505044,
126.995699999,217.719,120.834,1.0439,
129.172100000,218.685,108.124,1.31055,
131.460800000,226.893,101.176,1.70004,
133.738900000,236.351,97.7879,1.92497,
136.019200000,238.649,88.7574,2.02997,
138.299900000,239.647,72.0955,2.15999,
140.683699999,240.67,52.824,2.93022,
142.964300000,242.109,35.1634,3.39014,
145.245299999,242.708,23.9921,3.58497,
147.526299999,241.591,19.6578,3.73189,
149.803699999,233.328,15.1768,3.92005,
151.980299999,214.125,14.616,3.42836,
154.260300000,190.292,13.1793,3.05386,
156.436000000,162.732,11.8833,2.49067,
158.716399999,135.233,10.3733,1.94293,
160.994200000,110.132,8.99983,1.81264,
163.172200000,95.385,6.40173,1.76513,
165.454399999,91.1408,-3.55437,1.87942,
167.735199999,90.7699,-19.1519,2.21797,
169.912200000,91.017,-37.8793,2.78466,
172.191699999,88.7497,-56.3766,3.35922,
174.471699999,81.5189,-75.0433,3.57777,
176.647799999,70.8365,-93.6393,3.95319,
178.927899999,60.0915,-106.8,4.13555,
181.104299999,50.1521,-119.3,4.10203,
183.384600000,38.5939,-134.884,4.13216,
185.559599999,26.2534,-151.611,4.17543,
187.842099999,17.4275,-163.364,4.39976,
190.122800000,16.3107,-176.923,4.73051,
192.299800000,15.1028,-193.439,5.10655,
194.476499999,13.5168,-210.767,5.53082,
196.758399999,12.0573,-229.053,5.98983,
198.935000000,10.3467,-248.433,6.59415,
201.213200000,8.87455,-263.078,7.0548,
203.387900000,7.30071,-271.973,7.33163,
205.671500000,11.9178,-276.841,7.57361,
207.951600000,25.5698,-279.242,7.92604,
