0.104228300,0.869053,0.0372018,0.257024,
2.085104999,12.5216,0.997361,0.163936,
3.856981999,28.6152,1.57874,0.676088,
5.628235000,46.1246,0.600043,1.03313,
7.399506999,63.6717,2.67215,1.87307,
9.170237999,82.219,3.16899,2.26868,
10.940860000,97.3494,2.17211,1.89019,
12.610739999,105.243,2.60264,2.3478,
14.386120000,110.481,-0.425159,2.61817,
16.155709999,111.353,-8.2329,2.81869,
17.923369999,110.359,-20.5142,2.80791,
19.590340000,109.811,-34.1508,3.013,
21.362519999,109.798,-46.9412,3.6947,
23.031259999,109.271,-57.4857,3.38137,
24.803129999,108.51,-69.1364,4.29002,
26.471270000,107.6,-81.573,4.36733,
28.139150000,105.645,-95.2407,4.7644,
29.807269999,103.984,-108.912,5.17173,
31.475390000,102.412,-120.229,5.13,
33.040039999,99.8513,-131,5.86431,
34.602299999,96.4843,-141.11,6.03274,
36.060639999,94.9401,-148.117,6.44369,
37.520670000,94.3083,-156.031,6.80047,
39.085299999,92.8737,-163.354,6.8434,
40.545050000,90.6486,-170.678,7.26754,
42.003779999,88.4786,-178.831,7.55188,
43.460949999,87.3619,-185.11,7.29968,
44.813580000,89.0235,-189.516,7.21345,
46.271110000,94.1353,-194.046,7.31247,
47.942180000,104.783,-199.084,7.27697,
49.610179999,119.014,-203.563,7.69013,
51.277039999,132.258,-208.727,7.58692,
52.944899999,142.491,-211.309,7.09733,
54.713450000,150.314,-211.622,6.88049,
56.378549999,154.272,-207.437,7.18888,
58.571559999,155.829,-198.054,6.87327,
60.763240000,155.975,-181.418,6.63794,
63.055520000,158.124,-161.993,6.3633,
65.244429999,161.398,-143.53,6.02048,
67.433189999,162.346,-124.453,5.42549,
69.413100000,164.362,-105.625,5.63974,
71.392799999,165.83,-87.5695,5.12354,
73.267989999,167.815,-69.733,4.76333,
75.039180000,169.236,-51.7442,4.48014,
76.810119999,169.972,-36.6462,4.0972,
78.685710000,170.977,-20.3353,4.16422,
80.458240000,171.72,-7.94769,3.30929,
82.127189999,173.15,-0.72871,3.71769,
83.797550000,175.876,4.15305,3.48817,
85.466110000,183.407,6.44118,3.56475,
87.024550000,192.534,6.40801,3.42933,
88.586359999,204.229,6.94476,4.17606,
90.149600000,216.246,7.87568,4.29745,
91.609099999,223.756,8.15089,4.54819,
92.968320000,229.613,6.65688,4.65263,
94.428709999,232.956,2.17732,4.37081,
96.093729999,234.58,-5.89351,5.04825,
97.860460000,234.051,-19.3866,5.1574,
99.630629999,234.203,-33.0325,5.05762,
101.401499999,233.141,-46.508,5.13172,
103.068200000,233.006,-59.2948,5.20384,
104.839200000,233.426,-69.1444,5.2946,
106.507000000,232.213,-79.8615,5.48949,
108.278199999,230.33,-93.3395,5.69868,
109.943799999,229.398,-108.704,5.8868,
111.609899999,227.99,-124.704,5.50836,
113.276200000,227.096,-139.832,6.33563,
114.943299999,224.875,-154.479,6.50666,
116.608000000,221.925,-169.176,6.55478,
118.170699999,219.853,-183.204,6.28899,
119.733800000,217.917,-194.215,6.12126,
121.192499999,216.359,-204.473,5.75146,
122.652799999,215.346,-210.903,6.47065,
124.008300000,214.754,-214.951,6.66754,
125.364500000,213.072,-218.625,6.32454,
126.824500000,208.229,-222.741,5.8095,
128.283700000,199.45,-224.68,6.13684,
129.948900000,187.199,-222.127,6.27061,
131.821599999,173.551,-216.93,6.23439,
133.593500000,162.528,-214.302,6.1009,
135.369499999,155.923,-208.629,6.31505,
137.659600000,155.051,-198.222,5.67738,
139.950099999,157.422,-180.39,5.11845,
142.137200000,158.865,-161.476,4.89081,
144.325700000,161.88,-142.337,4.35926,
146.617500000,163.405,-118.651,3.63372,
148.596800000,165.44,-98.074,4.37421,
150.471300000,167.685,-78.7501,3.83909,
152.345300000,169.119,-58.1504,3.6985,
154.115600000,170.279,-39.0324,3.37247,
155.886400000,170.916,-22.9877,2.5762,
157.554599999,171.552,-11.0787,2.40359,
159.325500000,173.731,-3.60099,1.79478,
160.993400000,173.566,0.715719,2.26447,
162.660799999,173.788,5.57116,2.32557,
164.432600000,173.465,16.0929,2.03217,
166.100599999,174.095,30.897,2.17398,
167.767400000,175.258,47.8543,1.8791,
169.433999999,174.884,64.5669,1.3633,
171.100699999,175.477,82.6702,1.14073,
172.766899999,175.961,99.3308,1.03849,
174.433099999,175.158,117.499,0.881542,
175.995399999,174.451,134.506,0.845633,
177.660899999,172.51,152.212,0.577918,
179.222700000,172.454,168.81,0.381902,
180.888399999,171.409,185.186,0.0209098,
182.450099999,170.879,199.739,-0.442732,
184.117400000,168.821,213.986,-0.296354,
185.577699999,167.622,223.338,-1.14227,
187.036100000,168.967,230.714,-0.57103,
188.387799999,169.339,236.025,-0.536575,
189.740600000,167.683,239.943,-1.00814,
191.304399999,164.361,243.12,-0.962375,
192.866299999,159.444,245.516,-0.79555,
194.534899999,148.417,246.996,-1.52289,
196.202799999,132.22,248.534,-1.93873,
197.973899999,112.513,248.999,-2.48819,
199.639900000,93.6796,249.686,-2.56741,
201.306399999,75.5418,249.668,-3.21095,
202.972900000,58.746,250.248,-3.88444,
204.640500000,42.0988,250.993,-4.24478,
206.305800000,26.603,251.088,-4.76757,
207.865600000,11.7155,249.55,-5.18713,
209.531200000,-1.65422,243.129,-5.86713,
211.198700000,-16.2457,232.422,-5.83772,
212.968600000,-31.9894,222.232,-6.0752,
214.529200000,-44.2042,214.203,-6.33531,
215.986199999,-51.1787,209.259,-6.81652,
217.651399999,-54.5661,205.159,-6.41407,
219.421400000,-55.3206,199.448,-6.03732,
221.610099999,-50.2945,186.436,-5.7732,
223.800700000,-38.5578,166.78,-5.05728,
225.986099999,-27.3222,145.157,-4.38132,
228.170899999,-15.9001,122.346,-3.44534,
