0.000100000,0.363283,0.62778,0.150488,-9.22736e-10,2.34575e-10,3.06596e-11,1,
0.518430199,3.79981,0.73674,0.153102,0.0011448,-0.00203872,0.0107706,0.999939,
1.140497000,8.85319,-0.383706,-0.0137331,-0.00197386,-7.88231e-05,0.0215894,0.999765,
1.658960000,13.1822,-0.396788,0.0296339,-0.000532791,-0.00148406,0.0270819,0.999632,
2.177280999,17.502,-0.528505,0.0443223,-0.00337387,-0.00234442,0.0307159,0.99952,
2.799367000,22.6514,1.86665,-0.0366681,-0.00347328,0.00161832,0.032359,0.999469,
3.317669000,27.4721,0.704652,0.127401,-0.00344847,-0.00172846,0.0288104,0.999577,
3.835871000,32.1006,1.79022,0.0164904,0.00622424,0.000850428,0.0292073,0.999554,
4.354201999,36.6562,0.750184,0.016207,0.00486184,0.00121226,0.0322639,0.999467,
4.976146000,44.1096,2.04193,0.104239,0.000548736,0.00253269,0.0333901,0.999439,
5.494473000,48.8726,2.12634,0.154273,-6.96071e-06,-0.000339374,0.0352383,0.999379,
6.012921000,53.5855,2.75991,0.57081,0.004373,0.0025046,0.0366614,0.999315,
6.531382999,58.5262,2.46071,0.471744,0.00831292,0.00794761,0.0382314,0.999203,
7.049705000,63.1194,3.15146,0.530274,0.0016229,0.000954526,0.0409686,0.999159,
7.671395999,68.0368,4.14166,0.582134,-0.00121976,0.00286361,0.0447955,0.998991,
8.189849000,71.9032,4.86408,0.752814,-0.00588273,0.00107187,0.0481817,0.998821,
8.708175000,75.0609,4.09397,0.2968,-0.00536826,-0.00142048,0.0505047,0.998708,
9.226511999,77.7764,4.09582,0.510389,-0.00281552,-0.00364694,0.0440146,0.99902,
9.745342000,80.9236,4.85209,0.521407,-0.00455171,0.00051703,0.0147306,0.999881,
10.264659999,83.4371,4.5086,0.904813,-0.00144567,0.00384218,-0.0610638,0.998125,
10.888749999,85.1097,3.20817,1.09402,-0.00337448,0.0024386,-0.210785,0.977524,
11.408179999,87.1675,1.84047,0.922644,-0.0014768,0.00317356,-0.360912,0.932593,
11.926380000,87.5593,-0.0322129,1.10215,-0.000816843,0.00298539,-0.491497,0.870874,
12.444110000,87.7822,-1.52259,0.946882,0.00852097,-0.00106164,-0.579981,0.814585,
12.961669999,88.252,-3.66797,0.966019,0.00187199,-0.00846336,-0.632215,0.774744,
13.479499999,88.7566,-4.6329,0.949111,0.00258747,-0.00690485,-0.663585,0.748065,
13.997669999,89.0712,-7.47377,0.431111,0.00635624,-0.0107876,-0.678671,0.734336,
14.412269999,88.5013,-10.9068,1.07637,0.00826924,-0.0125784,-0.684453,0.728902,
14.723259999,88.363,-12.2772,1.13544,0.0121012,-0.0152001,-0.685565,0.727752,
15.137840000,88.7986,-15.3647,1.4779,0.0150387,-0.0169391,-0.680525,0.732375,
15.552550000,88.8099,-18.6329,1.38888,0.0142537,-0.0132744,-0.674857,0.737692,
15.863640000,89.0957,-21.2287,1.51913,0.00643051,-0.0141194,-0.673672,0.738868,
16.278449999,89.6233,-23.721,1.63382,0.00575141,-0.0102518,-0.674046,0.738595,
16.693090000,90.1468,-26.6987,1.62321,0.00153568,-0.0070262,-0.675162,0.737635,
17.004190000,90.2008,-29.004,1.03674,0.00129472,-0.00240651,-0.680679,0.732576,
17.419149999,90.4985,-31.8059,1.17772,0.000929568,-0.00191327,-0.694454,0.719534,
17.833839999,90.1129,-35.0441,1.40001,0.0014447,-0.00133423,-0.710532,0.703662,
18.144819999,90.0994,-37.3537,1.66733,0.000782428,-0.00203722,-0.721764,0.692136,
18.559570000,89.9644,-40.5617,1.48399,0.00287973,-0.00303919,-0.734798,0.678273,
18.870490000,89.6501,-42.7014,1.97341,0.00742464,-0.00380845,-0.738783,0.673891,
19.285019999,89.4878,-45.5879,2.25416,0.00783664,-0.00534598,-0.738616,0.67406,
19.595800000,89.207,-47.4394,2.22466,0.00678416,-0.00571292,-0.729529,0.683893,
20.010020000,89.6832,-49.6509,2.31113,0.00256931,-0.00745957,-0.703874,0.710281,
20.424099999,89.6369,-51.6738,2.20993,0.00222358,-0.0051982,-0.65527,0.755373,
20.734439999,90.5483,-52.7275,2.265,0.00225069,0.000811629,-0.586953,0.809618,
21.148369999,91.2226,-55.7137,2.89391,0.00184034,-0.00713396,-0.472877,0.881097,
21.666360000,92.5726,-57.0425,2.84657,-0.00164422,-0.00842851,-0.357264,0.933964,
22.185310000,94.736,-57.6494,2.69911,-0.00122225,0.00378749,-0.168109,0.98576,
22.705510000,97.3692,-58.1328,2.59942,-0.00308735,0.00356263,-0.0988015,0.995096,
23.225709999,99.7842,-58.6208,2.6026,-0.0147937,0.00056496,-0.084578,0.996307,
23.745190000,101.972,-59.6848,2.2133,-0.0168584,-0.00395815,-0.105341,0.994285,
24.263960000,105.266,-61.0179,2.41771,-0.00898766,0.00171734,-0.113287,0.99352,
24.781829999,108.526,-60.9594,2.24595,-0.00866658,-0.00121287,-0.109291,0.993971,
25.299900000,112.288,-61.6715,2.20975,-0.0134206,-0.00425731,-0.102276,0.994656,
25.921980000,117.073,-63.0966,2.32987,-0.00562387,0.000221331,-0.0964645,0.995321,
26.440339999,121.384,-63.9357,2.2382,-0.0194098,-0.000245305,-0.100303,0.994768,
26.958500000,125.335,-64.9013,2.44354,-0.0119703,-0.0021639,-0.103956,0.994507,
27.476870000,128.454,-64.9461,2.83505,-0.0129086,-0.00623887,-0.106759,0.994182,
27.995100000,132.512,-65.7145,2.63598,-0.00832061,0.00845036,-0.104364,0.994468,
28.513230000,136.313,-67.4488,2.8028,-0.0106245,-0.00366442,-0.0994353,0.994981,
29.031559999,140.365,-68.1254,2.40694,-0.0169605,-0.0010422,-0.0931312,0.995509,
29.549759999,144.161,-69.1077,2.37311,-0.0120099,-0.00251759,-0.0824922,0.996516,
30.068210000,148.525,-68.9703,2.98158,-0.0135496,0.000601505,-0.0699683,0.997457,
30.586670000,152.457,-69.3103,3.24566,-0.0184131,-0.00388232,-0.0502452,0.99856,
31.105010000,156.76,-69.602,2.97037,-0.0204442,0.00400658,-0.029942,0.999335,
31.623419999,160.572,-70.041,2.96054,-0.0268265,-0.00339562,-0.0195138,0.999444,
32.141649999,165.018,-69.9407,3.74962,-0.0217972,0.00241153,-0.00967885,0.999713,
32.659979999,168.87,-70.034,3.49466,-0.0144102,0.00696585,0.00727482,0.999845,
33.178559999,172.157,-70.4254,3.07115,-0.00373615,0.000488789,0.0233715,0.99972,
33.697130000,176.355,-69.6924,3.32979,-0.0166793,-0.00078756,0.0325157,0.999332,
34.215840000,181.338,-69.5823,3.21209,-0.0137237,0.00660138,0.0354148,0.999257,
34.734299999,185.365,-68.6122,3.30072,-0.00567117,0.00185785,0.0397453,0.999192,
35.252510000,189.644,-68.3823,3.46915,-0.0110293,0.000243938,0.0409064,0.999102,
35.770940000,194.051,-68.2653,3.45987,-0.0166306,-0.00126226,0.042293,0.998966,
36.289499999,197.276,-68.4896,2.91301,-0.01202,0.00635683,0.0458142,0.998857,
36.807989999,200.873,-68.5102,2.87538,-0.00893405,-0.00346842,0.0412659,0.999102,
37.326430000,204.458,-68.4832,2.78069,-0.0146789,0.000104137,0.0260271,0.999553,
