0.103735900,0.672784,0.000508065,0.0196899,0.00159111,-0.000566451,0.00135962,0.999998
0.725797700,5.0809,0.104014,0.0681926,-0.00120959,-0.00317277,0.0145417,0.999888
1.451596000,10.8121,0.374081,0.124641,-0.000584081,-0.000269361,0.0258078,0.999667
2.177280999,16.9499,0.768424,0.202998,-0.00329271,-0.00239588,0.0307327,0.999519
2.799367000,22.4881,1.14545,0.280033,-0.00339097,0.00158374,0.0323225,0.99947
3.524925000,29.1745,1.56101,0.3266,-0.000721875,0.00121942,0.027797,0.999613
4.250460000,36.0666,1.97862,0.387463,0.00544013,0.00036669,0.0315621,0.999487
4.872531999,42.0404,2.40643,0.432743,0.00217515,0.00387086,0.0331404,0.999441
5.598232999,48.934,2.91851,0.492021,-0.000196973,-0.000821163,0.0352911,0.999377
6.323895000,55.6775,3.40874,0.562089,0.00769264,0.00451775,0.0373205,0.999264
6.945962999,61.2303,3.87455,0.596539,0.00284465,-0.000203629,0.0404714,0.999177
7.671395999,67.1906,4.41878,0.686336,-0.001005,0.00299341,0.0445616,0.999002
8.397102000,72.4204,4.97478,0.73438,-0.00646921,-0.00272683,0.0485465,0.998796
9.019161999,76.1495,5.34575,0.823629,-0.000822188,-0.00621149,0.0480836,0.998824
9.745342000,79.835,5.61474,0.899133,-0.00436442,0.000723987,0.0138867,0.999894
10.472640000,82.9612,5.24771,0.941763,-0.00137985,0.00484435,-0.104109,0.994553
11.096590000,85.151,4.17463,0.960966,-0.00209264,0.00132458,-0.277022,0.96086
11.822770000,86.808,2.1232,0.988029,0.00141713,0.00245663,-0.479072,0.877771
12.340600000,87.4157,0.387754,0.995495,0.0108526,-0.0013424,-0.576564,0.816979
12.858060000,87.8671,-1.50644,1.01732,0.00167228,-0.00392751,-0.633238,0.773945
13.479499999,88.1897,-4.1694,1.04822,0.00279079,-0.00686058,-0.67183,0.740668
13.997669999,88.3503,-6.78671,1.07705,0.00663381,-0.0108947,-0.686299,0.727208
14.515890000,88.4851,-9.86498,1.1067,0.00939344,-0.0132337,-0.693024,0.720732
15.034100000,88.6329,-13.4004,1.14544,0.0141849,-0.0168611,-0.689979,0.723494
15.552550000,88.8779,-17.342,1.17612,0.0146631,-0.0135296,-0.682628,0.730494
16.071020000,89.2168,-21.408,1.24181,0.00608834,-0.0120991,-0.681331,0.73185
16.589330000,89.5414,-25.458,1.32954,0.00272971,-0.00843066,-0.681773,0.73151
17.107900000,89.8192,-29.5152,1.40911,0.00137818,-0.00218649,-0.691151,0.722706
17.626480000,89.8965,-33.4815,1.46896,0.00206506,-0.00147576,-0.709257,0.704945
18.144819999,89.755,-37.3472,1.52387,0.00117072,-0.00236587,-0.728393,0.685155
18.663260000,89.4381,-41.015,1.58814,0.00476083,-0.00363278,-0.742495,0.669825
19.181409999,89.0586,-44.4147,1.63123,0.00842759,-0.00508715,-0.745032,0.666956
19.699410000,88.8119,-47.4206,1.67239,0.00687673,-0.00600051,-0.731172,0.682132
20.217140000,88.8608,-50.0461,1.72344,0.00126753,-0.00784569,-0.687227,0.7264
20.734439999,89.4338,-52.5357,1.77646,0.00268354,0.000588288,-0.600189,0.799853
21.251899999,90.6119,-54.6194,1.81435,-8.03012e-05,-0.00844624,-0.463728,0.885937
21.770099999,92.4007,-56.1294,1.86959,0.000245927,-0.00577608,-0.308502,0.951206
22.289169999,94.5849,-57.0225,1.91021,-0.00335441,0.00533278,-0.173882,0.984746
22.913660000,97.4726,-57.7006,1.90899,-0.00717708,0.00446388,-0.108647,0.994044
23.433599999,100.131,-58.2402,1.92411,-0.0126346,-0.00356472,-0.106796,0.994194
24.056419999,103.711,-59.0689,1.96944,-0.0125658,0.00400277,-0.120175,0.992665
24.574560000,106.948,-59.882,1.99287,-0.0107823,-0.00546032,-0.120371,0.992655
25.092669999,110.528,-60.7082,2.03332,-0.0126539,0.000534895,-0.115117,0.993271
25.714629999,115.177,-61.7324,2.0852,-0.00744708,-6.03273e-05,-0.106097,0.994328
26.232990000,119.236,-62.57,2.12845,-0.0150225,-0.000838207,-0.106468,0.994202
26.751259999,123.411,-63.4733,2.18115,-0.0155506,-0.000680494,-0.112535,0.993526
27.373229999,128.44,-64.6212,2.25628,-0.0158935,0.00236025,-0.115472,0.993181
27.891279999,132.595,-65.6032,2.3339,-0.00580426,0.0124869,-0.113832,0.993405
28.409629999,136.607,-66.4926,2.37016,-0.0101455,-0.0018041,-0.110017,0.993876
28.927939999,140.622,-67.2919,2.44766,-0.018549,-0.00126325,-0.10246,0.994563
29.446139999,144.594,-68.0867,2.51839,-0.0127367,-0.00319511,-0.0943572,0.995452
30.068210000,149.342,-68.8665,2.56004,-0.0135362,0.00232413,-0.0778739,0.996869
30.586670000,153.362,-69.3618,2.59331,-0.0185881,-0.00209731,-0.0584759,0.998114
31.105010000,157.477,-69.7055,2.64947,-0.020627,0.00580958,-0.0379938,0.999048
31.623419999,161.593,-69.9081,2.66694,-0.0271714,-0.00144598,-0.0274629,0.999252
32.141649999,165.74,-70.0705,2.69031,-0.0221007,0.00427119,-0.018137,0.999582
32.659979999,169.851,-70.13,2.68304,-0.0145369,0.00854323,-0.000692661,0.999858
33.282310000,174.868,-70.0305,2.6956,-0.0081173,0.00836598,0.0183002,0.999765
33.800870000,179.074,-69.7726,2.68305,-0.0164701,-0.000913881,0.0260395,0.999525
34.319569999,183.329,-69.5241,2.6916,-0.0113361,0.00376706,0.0287777,0.999514
34.837899999,187.572,-69.2606,2.73225,-0.00613541,0.00531726,0.0324335,0.999441
35.356229999,191.754,-68.9466,2.76658,-0.0128956,0.00347874,0.0336032,0.999346
35.874679999,195.859,-68.6199,2.78968,-0.0184983,0.000762664,0.0351291,0.999211
36.496879999,200.423,-68.2687,2.80692,-0.0126671,0.00251002,0.037201,0.999224
37.015479999,203.797,-68.0377,2.86107,-0.0127454,0.0047197,0.0277056,0.999524
37.533780000,207.059,-67.898,2.88583,-0.0172197,-0.00478991,0.0109024,0.999781
38.052309999,210.285,-67.9163,2.94289,-0.00889995,0.00279464,-0.00371062,0.99995
38.570230000,213.514,-67.9137,2.94581,-0.0158938,0.00419584,-0.00368711,0.999858
39.088299999,216.809,-67.8803,2.96436,-0.0189711,0.00159994,0.00372696,0.999812
39.606729999,220.24,-67.811,2.95935,-0.0141149,0.00591813,0.0116602,0.999815
40.125180000,223.752,-67.7602,2.94636,0.000233885,0.00852971,0.0162818,0.999831
40.643619999,227.214,-67.6904,2.93736,0.00889988,0.0107886,0.0167948,0.999761
41.162089999,230.586,-67.5723,2.94748,0.00950536,-0.000562999,0.0171519,0.999808
41.680520000,233.767,-67.4633,2.96821,0.0125003,0.0120921,0.0194141,0.99966
42.198259999,236.459,-67.2929,2.97177,0.0201798,0.00627453,0.0490333,0.998574
42.715820000,238.898,-66.804,2.99315,0.0216473,0.00767816,0.121004,0.992386
43.233029999,240.95,-65.8132,3.02065,0.0028564,-0.00224283,0.237264,0.971438
43.750709999,242.553,-64.3747,3.03811,-0.0202843,0.00281594,0.373882,0.92725
44.268909999,243.63,-62.61,2.99563,-0.0294389,0.0127299,0.501021,0.864841
44.891359999,244.314,-60.1739,2.88452,-0.0189675,0.00986509,0.635483,0.771819
45.410679999,244.418,-57.7267,2.8049,-0.0169871,0.0061155,0.701001,0.712931
45.930509999,244.245,-54.9702,2.73148,-0.0178661,2.50122e-05,0.726331,0.687113
46.450209999,244.025,-51.7992,2.66114,-0.0177874,0.00109674,0.72847,0.684846
46.969180000,243.785,-48.1261,2.58416,-0.0146957,-0.000555675,0.727042,0.686436
47.487740000,243.54,-43.9399,2.5072,-0.0124582,0.00439107,0.724367,0.689288
48.006070000,243.317,-39.5289,2.42063,-0.0122842,0.00667879,0.724451,0.689185
48.524140000,243.068,-35.1223,2.33604,-0.0135059,0.0153977,0.728964,0.684245
49.042589999,242.736,-30.7767,2.22995,-0.0134335,0.0101089,0.732844,0.680189
49.560949999,242.378,-26.5012,2.1625,-0.0136019,0.00516748,0.731317,0.681882
50.079369999,242.119,-22.2903,2.10432,-0.0098501,0.010489,0.727326,0.686141
50.597700000,241.879,-18.1917,2.03279,-0.0120237,0.0150358,0.727478,0.68586
51.116030000,241.581,-14.1814,1.95906,-0.0102871,0.00957943,0.733785,0.679236
51.634349999,241.175,-10.227,1.8931,-0.0175229,0.00627998,0.740956,0.671296
52.152940000,240.734,-6.45345,1.82225,-0.023586,-0.000404801,0.742145,0.669824
52.671390000,240.351,-3.05877,1.76256,-0.0271489,-0.00242896,0.739343,0.672777
53.189579999,240.076,-0.00193065,1.71109,-0.0258045,-0.00332337,0.734225,0.678407
53.707909999,239.889,2.62161,1.66993,-0.0260671,-0.00250597,0.72735,0.685767
54.226140000,239.793,4.83854,1.63464,-0.0271446,-3.53377e-05,0.718961,0.69452
54.744459999,239.779,6.61467,1.61023,-0.0240003,0.00101833,0.709,0.704799
55.262650000,239.794,7.84698,1.59345,-0.0198923,0.000269695,0.701728,0.712167
55.780970000,239.816,8.43331,1.58918,-0.0174406,-0.00118329,0.698802,0.715102
56.299199999,239.819,8.62433,1.59011,-0.0161777,-0.00194829,0.698439,0.715484
56.817259999,239.82,8.61121,1.59609,-0.0149033,-0.00355565,0.698365,0.715578
57.335740000,239.823,8.62528,1.59415,-0.0141982,-0.00376538,0.698388,0.715568
